iter	Passed	Remaining
1660	422620	340691
1661	422696	340293
1662	423312	340329
1663	423936	340372
1664	424561	340414
1665	425167	340440
1666	425871	340543
1667	426208	340353
1668	426210	339896
1669	426862	339956
1670	427642	340118
1671	427990	339935
1672	428072	339541
1673	428750	339619
1674	428920	339295
1675	428923	338839
1676	429285	338666
1677	429450	338339
1678	430129	338416
1679	430905	338568
1680	431631	338680
1681	431635	338225
1682	432342	338321
1683	432356	337874
1684	433068	337973
1685	433770	338063
1686	434507	338178
1687	434604	337797
1688	435296	337876
1689	436053	338006
1690	436056	337550
1691	436783	337655
1692	437464	337723
1693	437467	337268
1694	437809	337074
1695	438484	337136
1696	439180	337213
1697	439840	337262
1698	440266	337131
1699	440268	336676
1700	440271	336221
1701	440921	336261
1702	440999	335864
1703	441666	335915
1704	441995	335709
1705	442170	335386
1706	442807	335412
1707	443450	335443
1708	443775	335233
1709	444458	335293
1710	445141	335351
1711	445475	335147
1712	445635	334811
1713	446285	334843
1714	446376	334456
1715	447031	334491
1716	447673	334516
1717	447675	334062
1718	448322	334090
1719	448963	334112
1720	449281	333893
1721	449321	333468
1722	449951	333481
1723	450110	333144
1724	450117	332695
1725	450190	332295
1726	450499	332070
1727	450509	331625
1728	450515	331177
1729	450519	330728
1730	451203	330778
1731	451829	330785
1732	452461	330795
1733	452462	330344
1734	452482	329907
1735	453106	329911
1736	453107	329461
1737	453737	329468
1738	453740	329020
1739	454394	329044
1740	455013	329042
1741	455645	329048
1742	455802	328711
1743	456449	328727
1744	457081	328731
1745	457085	328284
1746	457088	327837
1747	457099	327395
1748	457101	326948
1749	457257	326612
1750	457885	326612
1751	457886	326165
1752	457892	325722
1753	458534	325731
1754	459159	325728
1755	459791	325729
1756	460433	325736
1757	460769	325526
1758	461398	325523
1759	461408	325083
1760	462020	325067
1761	462095	324673
1762	462101	324231
1763	462719	324218
1764	462876	323882
1765	463513	323882
1766	463515	323437
1767	464153	323437
1768	464783	323430
1769	465419	323426
1770	465421	322983
1771	465426	322541
1772	466068	322541
1773	466221	322202
1774	466544	321981
1775	467155	321958
1776	467761	321931
1777	468370	321906
1778	468373	321463
1779	468976	321433
1780	468978	320990
1781	469595	320969
1782	470223	320954
1783	470245	320525
1784	470396	320185
1785	471009	320159
1786	471084	319768
1787	471696	319740
1788	472317	319718
1789	472970	319717
1790	473630	319720
1791	473649	319290
1792	473800	318949
1793	473803	318509
1794	473875	318116
1795	474495	318091
1796	474499	317653
1797	475148	317646
1798	475780	317628
1799	476448	317632
1800	476810	317432
1801	477452	317418
1802	477784	317197
1803	478420	317179
1804	478458	316763
1805	479079	316733
1806	479691	316697
1807	480312	316666
1808	480331	316238
1809	480370	315823
1810	480371	315384
1811	480982	315346
1812	481591	315305
1813	481593	314867
1814	481612	314441
1815	481686	314051
1816	481699	313621
1817	482302	313576
1818	482321	313151
1819	482933	313110
1820	483534	313062
1821	483837	312821
1822	484448	312778
1823	484515	312385
1824	484682	312056
1825	484836	311718
1826	485448	311675
1827	485524	311288
1828	485950	311125
1829	486558	311078
1830	486729	310751
1831	486767	310341
1832	486778	309913
1833	487442	309900
1834	488061	309859
1835	488136	309471
1836	488746	309424
1837	488748	308991
1838	489069	308759
1839	489678	308710
1840	489751	308322
1841	490064	308085
1842	490684	308042
1843	491290	307988
1844	491903	307939
1845	491941	307529
1846	492575	307493
1847	492729	307156
1848	492802	306769
1849	492815	306344
1850	493416	306286
1851	493494	305902
1852	494133	305866
1853	494729	305803
1854	494884	305468
1855	495497	305414
1856	496121	305366
1857	496826	305369
1858	497437	305312
1859	497476	304905
1860	497552	304520
1861	498198	304484
1862	498813	304428
1863	499449	304385
1864	500077	304336
1865	500080	303907
1866	500081	303477
1867	500236	303140
1868	500850	303082
1869	500869	302664
1870	501482	302604
1871	502117	302557
1872	502279	302225
1873	502888	302162
1874	503493	302096
1875	504096	302027
1876	504734	301980
1877	505370	301930
1878	505389	301512
1879	505988	301439
1880	506008	301022
1881	506163	300685
1882	506340	300362
1883	506424	299983
1884	507060	299932
1885	507061	299505
1886	507385	299268
1887	507464	298887
1888	508095	298832
1889	508717	298770
1890	509358	298719
1891	509360	298293
1892	510032	298260
1893	510035	297834
1894	510037	297409
1895	510058	296995
1896	510711	296950
1897	510722	296531
1898	511333	296460
1899	511641	296213
1900	512283	296159
1901	512285	295735
1902	512908	295670
1903	512918	295251
1904	513533	295180
1905	513553	294768
1906	513556	294345
1907	514164	294270
1908	514772	294194
1909	515388	294122
1910	515724	293889
1911	515798	293509
1912	516403	293429
1913	516557	293093
1914	516561	292673
1915	516636	292293
1916	516716	291916
1917	517331	291841
1918	517405	291461
1919	518017	291384
1920	518175	291052
1921	518179	290633
1922	518787	290553
1923	519395	290472
1924	519398	290053
1925	519409	289639
1926	520013	289555
1927	520630	289479
1928	520668	289080
1929	520708	288683
1930	521360	288624
1931	521681	288383
1932	522293	288301
1933	522335	287905
1934	522931	287815
1935	523534	287727
1936	523689	287394
1937	523727	286995
1938	524340	286913
1939	524343	286497
1940	524972	286422
1941	525299	286182
1942	525904	286094
1943	525906	285677
1944	526532	285599
1945	527199	285543
1946	527276	285168
1947	527882	285078
1948	528498	284993
1949	529106	284903
1950	529716	284814
1951	530340	284732
1952	530671	284491
1953	531276	284398
1954	531584	284146
1955	531585	283729
1956	532192	283636
1957	532801	283543
1958	533431	283461
1959	533433	283046
1960	533523	282677
1961	534127	282581
1962	534146	282175
1963	534731	282068
1964	535345	281976
1965	535347	281561
1966	535933	281453
1967	535937	281040
1968	536527	280934
1969	536531	280521
1970	537232	280473
1971	537236	280060
1972	537238	279646
1973	537905	279580
1974	537911	279169
1975	538092	278849
1976	538823	278814
1977	538894	278437
1978	539084	278122
1979	539470	277908
1980	540203	277873
1981	540917	277827
1982	541032	277473
1983	541782	277444
1984	542183	277237
1985	542894	277187
1986	543590	277129
1987	543780	276813
1988	543867	276445
1989	543875	276037
1990	543920	275648
1991	544009	275281
1992	544750	275245
1993	545104	275012
1994	545194	274646
1995	546033	274658
1996	546768	274616
1997	547107	274375
1998	547767	274294
1999	548453	274226
2000	548497	273837
2001	549211	273782
2002	549917	273723
2003	550001	273353
2004	550347	273115
2005	551063	273059
2006	551751	272989
2007	551755	272580
2008	552127	272353
2009	552141	271950
2010	552906	271916
2011	552945	271526
2012	553656	271465
2013	554402	271420
2014	554498	271057
2015	554503	270650
2016	555260	270610
2017	555435	270286
2018	555438	269878
2019	556158	269819
2020	556929	269784
2021	557624	269711
2022	558294	269625
2023	558484	269308
2024	559233	269260
2025	559246	268858
2026	559971	268797
2027	560708	268742
2028	561412	268669
2029	561437	268272
2030	561528	267908
2031	562275	267855
2032	562983	267784
2033	563696	267714
2034	564473	267674
2035	564481	267269
2036	564660	266945
2037	565374	266874
2038	565460	266507
2039	566175	266435
2040	566908	266371
2041	566997	266005
2042	567716	265934
2043	567723	265530
2044	568441	265458
2045	568443	265051
2046	568444	264644
2047	568446	264238
2048	568449	263833
2049	568537	263468
2050	569314	263422
2051	570059	263360
2052	570066	262958
2053	570089	262563
2054	570134	262178
2055	570181	261795
2056	570907	261723
2057	570954	261340
2058	571140	261021
2059	571507	260784
2060	571532	260392
2061	572271	260325
2062	572278	259924
2063	572283	259523
2064	572287	259122
2065	572331	258740
2066	573072	258672
2067	573096	258281
2068	573859	258222
2069	574592	258150
2070	574617	257759
2071	575375	257697
2072	576112	257624
2073	576117	257225
2074	576495	256991
2075	577230	256917
2076	577277	256536
2077	577306	256148
2078	578094	256096
2079	578145	255718
2080	578918	255658
2081	579750	255624
2082	579754	255225
2083	579771	254832
2084	580652	254818
2085	581391	254741
2086	581442	254363
2087	581447	253965
2088	582293	253934
2089	583075	253874
2090	583123	253495
2091	583148	253106
2092	583162	252713
2093	583905	252635
2094	584718	252587
2095	585500	252525
2096	586267	252455
2097	587044	252390
2098	587433	252156
2099	588250	252107
2100	588253	251708
2101	588305	251331
2102	588509	251018
2103	588517	250623
2104	588618	250267
2105	588885	249982
2106	589801	249972
2107	590618	249920
2108	591426	249862
2109	592238	249806
2110	593149	249791
2111	593984	249743
2112	593987	249345
2113	594016	248958
2114	594022	248562
2115	594787	248483
2116	595558	248407
2117	595583	248019
2118	596337	247934
2119	596713	247692
2120	596726	247299
2121	597444	247199
2122	597529	246836
2123	598255	246738
2124	598992	246643
2125	599800	246578
